time,gFx,gFy,gFz,TgF
0.1830,0.0231,0.9714,-0.1454,0.98
0.1830,0.0243,0.9711,-0.1443,0.98
0.1830,0.0248,0.9707,-0.1427,0.98
0.1840,0.0247,0.9703,-0.1413,0.98
0.1840,0.0241,0.9700,-0.1402,0.98
0.1840,0.0233,0.9699,-0.1395,0.98
0.1840,0.0222,0.9700,-0.1392,0.98
0.1850,0.0209,0.9703,-0.1394,0.98
0.1850,0.0197,0.9706,-0.1399,0.98
0.1860,0.0187,0.9710,-0.1407,0.98
0.1860,0.0178,0.9714,-0.1415,0.98
0.1860,0.0170,0.9718,-0.1422,0.98
0.1870,0.0161,0.9721,-0.1429,0.98
0.1870,0.0151,0.9723,-0.1437,0.98
0.1870,0.0141,0.9724,-0.1444,0.98
0.1870,0.0132,0.9724,-0.1453,0.98
0.1880,0.0124,0.9723,-0.1462,0.98
0.1880,0.0116,0.9721,-0.1471,0.98
0.1880,0.0109,0.9718,-0.1479,0.98
0.1880,0.0104,0.9716,-0.1484,0.98
0.1890,0.0101,0.9715,-0.1490,0.98
0.1890,0.0102,0.9715,-0.1494,0.98
0.1890,0.0103,0.9716,-0.1498,0.98
0.1890,0.0107,0.9719,-0.1500,0.98
0.1900,0.0114,0.9722,-0.1501,0.98
0.1900,0.0125,0.9724,-0.1501,0.98
0.1900,0.0139,0.9727,-0.1502,0.98
0.1900,0.0155,0.9728,-0.1504,0.98
0.1910,0.0172,0.9728,-0.1504,0.98
0.1910,0.0187,0.9728,-0.1504,0.98
0.1910,0.0199,0.9726,-0.1505,0.98
0.1920,0.0208,0.9725,-0.1506,0.98
0.1920,0.0213,0.9722,-0.1508,0.98
0.1920,0.0215,0.9720,-0.1511,0.98
0.1930,0.0213,0.9717,-0.1515,0.98
0.1930,0.0211,0.9714,-0.1520,0.98
0.1930,0.0206,0.9712,-0.1526,0.98
0.1930,0.0198,0.9710,-0.1532,0.98
0.1940,0.0189,0.9708,-0.1538,0.98
0.1940,0.0178,0.9707,-0.1544,0.98
0.1940,0.0165,0.9707,-0.1551,0.98
0.1940,0.0147,0.9707,-0.1559,0.98
0.1950,0.0127,0.9709,-0.1571,0.98
0.1950,0.0109,0.9710,-0.1580,0.98
0.1950,0.0094,0.9711,-0.1589,0.98
0.1950,0.0081,0.9712,-0.1597,0.98
0.1960,0.0072,0.9712,-0.1604,0.98
0.1960,0.0067,0.9712,-0.1610,0.98
0.1960,0.0065,0.9712,-0.1612,0.98
0.1960,0.0064,0.9713,-0.1610,0.98
0.1970,0.0063,0.9714,-0.1607,0.98
0.1970,0.0063,0.9716,-0.1603,0.98
0.1990,0.0064,0.9719,-0.1598,0.98
0.2020,0.0064,0.9722,-0.1591,0.99
0.2060,0.0062,0.9726,-0.1584,0.99
0.2090,0.0060,0.9728,-0.1578,0.99
0.2130,0.0058,0.9730,-0.1573,0.99
0.2270,0.0056,0.9732,-0.1569,0.99
0.2270,0.0055,0.9733,-0.1566,0.99
0.2270,0.0055,0.9734,-0.1563,0.99
0.2290,0.0056,0.9735,-0.1559,0.99
0.2510,0.0057,0.9735,-0.1555,0.99
0.2510,0.0058,0.9734,-0.1551,0.99
0.2520,0.0058,0.9732,-0.1548,0.99
0.2520,0.0058,0.9730,-0.1543,0.99
0.2530,0.0059,0.9727,-0.1539,0.98
0.2530,0.0059,0.9724,-0.1535,0.98
0.2680,0.0058,0.9721,-0.1531,0.98
0.2690,0.0056,0.9717,-0.1527,0.98
0.2780,0.0054,0.9713,-0.1524,0.98
0.2780,0.0051,0.9709,-0.1522,0.98
0.2780,0.0048,0.9705,-0.1519,0.98
0.2790,0.0045,0.9700,-0.1516,0.98
0.2810,0.0042,0.9696,-0.1512,0.98
0.2940,0.0038,0.9692,-0.1509,0.98
0.2940,0.0032,0.9688,-0.1503,0.98
0.2940,0.0027,0.9684,-0.1497,0.98
0.2960,0.0020,0.9680,-0.1492,0.98
0.3020,0.0013,0.9677,-0.1486,0.98
0.3040,0.0005,0.9673,-0.1483,0.98
0.3080,-0.0003,0.9670,-0.1480,0.98
0.3120,-0.0011,0.9666,-0.1479,0.98
0.3160,-0.0021,0.9663,-0.1479,0.98
0.3200,-0.0031,0.9660,-0.1479,0.98
0.3240,-0.0042,0.9658,-0.1479,0.98
0.3280,-0.0053,0.9657,-0.1480,0.98
0.3330,-0.0062,0.9656,-0.1481,0.98
0.3370,-0.0070,0.9654,-0.1482,0.98
0.3390,-0.0077,0.9653,-0.1484,0.98
0.3430,-0.0081,0.9652,-0.1484,0.98
0.3480,-0.0084,0.9652,-0.1483,0.98
0.3520,-0.0085,0.9652,-0.1482,0.98
0.3550,-0.0084,0.9651,-0.1481,0.98
0.3590,-0.0082,0.9651,-0.1478,0.98
0.3630,-0.0080,0.9652,-0.1475,0.98
0.3690,-0.0077,0.9653,-0.1472,0.98
0.3710,-0.0073,0.9654,-0.1468,0.98
0.3740,-0.0069,0.9656,-0.1465,0.98
0.3780,-0.0066,0.9658,-0.1460,0.98
0.3830,-0.0063,0.9659,-0.1456,0.98
0.3870,-0.0059,0.9661,-0.1453,0.98
0.3900,-0.0057,0.9662,-0.1450,0.98
0.3950,-0.0055,0.9664,-0.1448,0.98
0.3990,-0.0054,0.9666,-0.1446,0.98
0.4030,-0.0054,0.9669,-0.1446,0.98
0.4060,-0.0055,0.9672,-0.1446,0.98
0.4100,-0.0055,0.9675,-0.1448,0.98
0.4150,-0.0055,0.9679,-0.1452,0.98
0.4230,-0.0055,0.9682,-0.1456,0.98
0.4230,-0.0053,0.9684,-0.1461,0.98
0.4280,-0.0052,0.9685,-0.1466,0.98
0.4300,-0.0049,0.9687,-0.1471,0.98
0.4350,-0.0046,0.9687,-0.1476,0.98
0.4380,-0.0042,0.9686,-0.1480,0.98
0.4410,-0.0039,0.9684,-0.1482,0.98
0.4460,-0.0036,0.9683,-0.1484,0.98
0.4490,-0.0034,0.9683,-0.1486,0.98
0.4540,-0.0032,0.9684,-0.1489,0.98
