time,gFx,gFy,gFz,TgF
0.2000,0.0546,0.9761,0.1260,0.99
0.2000,0.0544,0.9760,0.1267,0.99
0.2010,0.0539,0.9760,0.1273,0.99
0.2010,0.0534,0.9760,0.1277,0.99
0.2010,0.0530,0.9760,0.1279,0.99
0.2010,0.0527,0.9757,0.1281,0.99
0.2020,0.0522,0.9755,0.1282,0.99
0.2020,0.0514,0.9752,0.1283,0.98
0.2020,0.0505,0.9749,0.1281,0.98
0.2020,0.0496,0.9748,0.1277,0.98
0.2030,0.0483,0.9749,0.1271,0.98
0.2030,0.0468,0.9753,0.1261,0.98
0.2030,0.0457,0.9758,0.1247,0.98
0.2030,0.0448,0.9764,0.1235,0.99
0.2040,0.0443,0.9769,0.1226,0.99
0.2040,0.0440,0.9772,0.1221,0.99
0.2040,0.0439,0.9773,0.1221,0.99
0.2040,0.0436,0.9774,0.1224,0.99
0.2050,0.0434,0.9773,0.1228,0.99
0.2050,0.0428,0.9771,0.1233,0.99
0.2050,0.0424,0.9768,0.1239,0.99
0.2050,0.0420,0.9767,0.1242,0.99
0.2060,0.0418,0.9766,0.1244,0.99
0.2060,0.0416,0.9766,0.1245,0.99
0.2060,0.0416,0.9768,0.1245,0.99
0.2060,0.0416,0.9770,0.1244,0.99
0.2070,0.0417,0.9773,0.1244,0.99
0.2070,0.0419,0.9775,0.1243,0.99
0.2070,0.0421,0.9778,0.1242,0.99
0.2070,0.0424,0.9779,0.1242,0.99
0.2080,0.0428,0.9779,0.1242,0.99
0.2080,0.0431,0.9778,0.1244,0.99
0.2080,0.0433,0.9777,0.1245,0.99
0.2080,0.0434,0.9775,0.1247,0.99
0.2090,0.0436,0.9773,0.1249,0.99
0.2090,0.0438,0.9770,0.1252,0.99
0.2090,0.0440,0.9768,0.1255,0.99
0.2100,0.0442,0.9766,0.1257,0.99
0.2100,0.0443,0.9764,0.1260,0.99
0.2100,0.0445,0.9763,0.1262,0.99
0.2110,0.0445,0.9761,0.1263,0.99
0.2110,0.0445,0.9758,0.1264,0.98
0.2110,0.0444,0.9755,0.1263,0.98
0.2110,0.0441,0.9752,0.1262,0.98
0.2120,0.0437,0.9748,0.1260,0.98
0.2120,0.0431,0.9743,0.1258,0.98
0.2120,0.0423,0.9739,0.1253,0.98
0.2130,0.0413,0.9734,0.1248,0.98
0.2130,0.0401,0.9728,0.1242,0.98
0.2130,0.0389,0.9723,0.1237,0.98
0.2130,0.0377,0.9719,0.1230,0.98
0.2140,0.0366,0.9715,0.1223,0.98
0.2140,0.0357,0.9713,0.1214,0.98
