time,gFx,gFy,gFz,TgF
0.2030,0.0126,0.9541,0.2165,0.98
0.2040,0.0133,0.9547,0.2161,0.98
0.2040,0.0132,0.9554,0.2157,0.98
0.2040,0.0128,0.9559,0.2152,0.98
0.2040,0.0118,0.9562,0.2145,0.98
0.2050,0.0106,0.9564,0.2137,0.98
0.2050,0.0093,0.9563,0.2130,0.98
0.2050,0.0079,0.9561,0.2123,0.98
0.2050,0.0066,0.9559,0.2116,0.98
0.2060,0.0053,0.9556,0.2111,0.98
0.2060,0.0040,0.9553,0.2107,0.98
0.2060,0.0030,0.9550,0.2106,0.98
0.2070,0.0021,0.9549,0.2104,0.98
0.2070,0.0013,0.9548,0.2102,0.98
0.2070,0.0006,0.9547,0.2100,0.98
0.2080,0.0001,0.9548,0.2098,0.98
0.2080,-0.0003,0.9549,0.2096,0.98
0.2080,-0.0006,0.9550,0.2092,0.98
0.2080,-0.0009,0.9552,0.2089,0.98
0.2090,-0.0012,0.9554,0.2086,0.98
0.2090,-0.0017,0.9557,0.2081,0.98
0.2090,-0.0023,0.9559,0.2076,0.98
0.2090,-0.0030,0.9562,0.2071,0.98
0.2100,-0.0038,0.9564,0.2065,0.98
0.2100,-0.0046,0.9566,0.2060,0.98
0.2110,-0.0052,0.9567,0.2055,0.98
0.2110,-0.0058,0.9567,0.2050,0.98
0.2110,-0.0063,0.9567,0.2046,0.98
0.2110,-0.0068,0.9565,0.2045,0.98
0.2120,-0.0071,0.9563,0.2044,0.98
0.2120,-0.0072,0.9561,0.2045,0.98
0.2120,-0.0071,0.9559,0.2047,0.98
0.2120,-0.0070,0.9558,0.2050,0.98
0.2130,-0.0068,0.9557,0.2054,0.98
0.2130,-0.0065,0.9558,0.2058,0.98
0.2130,-0.0063,0.9560,0.2062,0.98
0.2130,-0.0060,0.9564,0.2064,0.98
0.2140,-0.0057,0.9569,0.2065,0.98
0.2140,-0.0053,0.9573,0.2065,0.98
0.2140,-0.0049,0.9578,0.2065,0.98
0.2150,-0.0046,0.9582,0.2065,0.98
0.2150,-0.0042,0.9588,0.2067,0.98
0.2150,-0.0038,0.9592,0.2068,0.98
0.2150,-0.0036,0.9596,0.2070,0.98
0.2160,-0.0033,0.9599,0.2070,0.98
0.2160,-0.0029,0.9601,0.2069,0.98
0.2160,-0.0025,0.9604,0.2068,0.98
0.2160,-0.0022,0.9605,0.2066,0.98
0.2170,-0.0019,0.9606,0.2062,0.98
0.2170,-0.0016,0.9606,0.2058,0.98
0.2170,-0.0014,0.9606,0.2055,0.98
0.2170,-0.0013,0.9604,0.2050,0.98
0.2180,-0.0012,0.9603,0.2047,0.98
0.2180,-0.0012,0.9602,0.2045,0.98
0.2190,-0.0014,0.9601,0.2043,0.98
0.2190,-0.0016,0.9600,0.2040,0.98
0.2190,-0.0019,0.9600,0.2038,0.98
0.2200,-0.0022,0.9602,0.2035,0.98
0.2310,-0.0025,0.9604,0.2033,0.98
0.2310,-0.0027,0.9608,0.2030,0.98
