time,gFx,gFy,gFz,TgF
0.0260,0.4748,-0.7987,0.3669,1.00
0.0270,0.4750,-0.7985,0.3665,1.00
0.0270,0.4751,-0.7984,0.3660,1.00
0.0270,0.4753,-0.7982,0.3655,1.00
0.0270,0.4752,-0.7981,0.3650,1.00
0.0280,0.4750,-0.7979,0.3646,1.00
0.0280,0.4748,-0.7977,0.3644,1.00
0.0280,0.4746,-0.7977,0.3641,1.00
0.0300,0.4745,-0.7977,0.3639,1.00
0.0330,0.4744,-0.7977,0.3637,1.00
0.0420,0.4743,-0.7977,0.3635,1.00
0.0430,0.4742,-0.7977,0.3635,1.00
0.0440,0.4741,-0.7977,0.3635,1.00
0.0490,0.4741,-0.7979,0.3636,1.00
0.0530,0.4741,-0.7981,0.3639,1.00
0.0560,0.4742,-0.7983,0.3642,1.00
0.0600,0.4745,-0.7985,0.3645,1.00
0.0640,0.4748,-0.7986,0.3649,1.00
0.0690,0.4752,-0.7988,0.3653,1.00
0.0730,0.4756,-0.7989,0.3656,1.00
0.0770,0.4759,-0.7991,0.3659,1.00
0.0800,0.4762,-0.7992,0.3663,1.00
0.0840,0.4765,-0.7993,0.3666,1.00
0.0980,0.4767,-0.7993,0.3669,1.00
0.0980,0.4769,-0.7995,0.3670,1.00
0.0990,0.4770,-0.7996,0.3670,1.00
0.1000,0.4772,-0.7998,0.3669,1.00
0.1050,0.4771,-0.8000,0.3669,1.00
0.1080,0.4769,-0.8003,0.3670,1.00
0.1120,0.4767,-0.8005,0.3671,1.00
0.1160,0.4764,-0.8007,0.3672,1.00
0.1270,0.4760,-0.8010,0.3673,1.00
0.1280,0.4756,-0.8013,0.3674,1.00
0.1280,0.4749,-0.8015,0.3675,1.00
0.1310,0.4740,-0.8017,0.3675,1.00
0.1350,0.4733,-0.8018,0.3674,1.00
0.1400,0.4727,-0.8019,0.3676,1.00
0.1430,0.4721,-0.8019,0.3678,1.00
0.1470,0.4716,-0.8019,0.3680,1.00
0.1520,0.4712,-0.8020,0.3679,1.00
0.1560,0.4712,-0.8020,0.3676,1.00
0.1590,0.4713,-0.8021,0.3676,1.00
0.1630,0.4716,-0.8022,0.3676,1.00
0.1670,0.4722,-0.8024,0.3676,1.00
0.1730,0.4727,-0.8027,0.3678,1.00
0.1740,0.4733,-0.8030,0.3680,1.00
0.1780,0.4737,-0.8034,0.3683,1.00
0.1830,0.4741,-0.8038,0.3685,1.00
0.1880,0.4745,-0.8042,0.3686,1.00
0.1900,0.4749,-0.8045,0.3686,1.00
0.1940,0.4753,-0.8046,0.3684,1.00
0.1990,0.4757,-0.8047,0.3680,1.00
0.2030,0.4761,-0.8046,0.3675,1.00
0.2150,0.4765,-0.8044,0.3670,1.00
0.2150,0.4767,-0.8044,0.3666,1.00
0.2150,0.4769,-0.8043,0.3663,1.00
0.2170,0.4769,-0.8043,0.3662,1.00
0.2220,0.4768,-0.8044,0.3661,1.00
0.2290,0.4765,-0.8045,0.3661,1.00
0.2290,0.4761,-0.8046,0.3662,1.00
0.2330,0.4756,-0.8046,0.3662,1.00
0.2380,0.4750,-0.8046,0.3662,1.00
0.2420,0.4745,-0.8046,0.3662,1.00
0.2450,0.4739,-0.8045,0.3660,1.00
0.2500,0.4733,-0.8044,0.3659,1.00
0.2550,0.4727,-0.8044,0.3658,1.00
0.2570,0.4722,-0.8044,0.3658,1.00
0.2610,0.4716,-0.8044,0.3657,1.00
0.2650,0.4712,-0.8044,0.3657,1.00
0.2690,0.4709,-0.8044,0.3657,1.00
0.2740,0.4705,-0.8042,0.3657,1.00
0.2770,0.4703,-0.8042,0.3657,1.00
