time,gFx,gFy,gFz,TgF
0.2490,0.1865,0.9545,-0.1371,0.98
0.2500,0.1856,0.9544,-0.1366,0.98
0.2500,0.1847,0.9542,-0.1360,0.98
0.2500,0.1836,0.9542,-0.1356,0.98
0.2500,0.1825,0.9543,-0.1352,0.98
0.2510,0.1812,0.9545,-0.1348,0.98
0.2510,0.1799,0.9550,-0.1344,0.98
0.2510,0.1788,0.9558,-0.1340,0.98
0.2510,0.1780,0.9565,-0.1337,0.98
0.2520,0.1780,0.9572,-0.1334,0.98
0.2520,0.1785,0.9579,-0.1332,0.98
0.2520,0.1795,0.9583,-0.1331,0.98
0.2520,0.1805,0.9586,-0.1328,0.98
0.2530,0.1814,0.9587,-0.1324,0.98
0.2530,0.1822,0.9586,-0.1320,0.98
0.2530,0.1828,0.9585,-0.1315,0.98
0.2530,0.1831,0.9583,-0.1310,0.98
0.2540,0.1832,0.9581,-0.1307,0.98
0.2540,0.1826,0.9579,-0.1305,0.98
0.2540,0.1814,0.9577,-0.1302,0.98
0.2540,0.1798,0.9575,-0.1301,0.98
0.2550,0.1781,0.9574,-0.1301,0.98
0.2550,0.1764,0.9574,-0.1301,0.98
0.2550,0.1748,0.9574,-0.1304,0.98
0.2560,0.1734,0.9575,-0.1308,0.98
0.2560,0.1724,0.9576,-0.1313,0.98
0.2560,0.1716,0.9580,-0.1316,0.98
0.2570,0.1712,0.9583,-0.1320,0.98
0.2570,0.1711,0.9587,-0.1323,0.98
0.2570,0.1710,0.9591,-0.1324,0.98
0.2580,0.1710,0.9594,-0.1325,0.98
0.2580,0.1712,0.9599,-0.1325,0.98
0.2590,0.1716,0.9603,-0.1326,0.98
0.2590,0.1721,0.9607,-0.1328,0.98
0.2600,0.1727,0.9610,-0.1330,0.99
0.2600,0.1732,0.9612,-0.1329,0.99
0.2600,0.1736,0.9615,-0.1326,0.99
0.2600,0.1738,0.9617,-0.1322,0.99
0.2610,0.1739,0.9619,-0.1320,0.99
0.2610,0.1739,0.9622,-0.1318,0.99
0.2610,0.1736,0.9626,-0.1315,0.99
0.2610,0.1734,0.9629,-0.1315,0.99
0.2620,0.1733,0.9632,-0.1319,0.99
0.2620,0.1728,0.9634,-0.1322,0.99
0.2620,0.1721,0.9635,-0.1322,0.99
0.2620,0.1711,0.9636,-0.1321,0.99
0.2630,0.1700,0.9635,-0.1320,0.99
0.2630,0.1689,0.9634,-0.1320,0.99
0.2630,0.1678,0.9631,-0.1322,0.99
0.2630,0.1668,0.9630,-0.1322,0.99
0.2640,0.1659,0.9629,-0.1323,0.99
0.2640,0.1650,0.9628,-0.1325,0.99
0.2640,0.1642,0.9628,-0.1327,0.99
0.2640,0.1635,0.9629,-0.1329,0.99
0.2650,0.1626,0.9630,-0.1331,0.99
0.2650,0.1618,0.9632,-0.1334,0.99
0.2650,0.1612,0.9636,-0.1336,0.99
0.2650,0.1609,0.9639,-0.1335,0.99
0.2660,0.1607,0.9643,-0.1334,0.99
0.2660,0.1605,0.9647,-0.1334,0.99
0.2660,0.1604,0.9651,-0.1333,0.99
0.2660,0.1603,0.9656,-0.1328,0.99
0.2670,0.1600,0.9660,-0.1323,0.99
0.2670,0.1594,0.9663,-0.1317,0.99
0.2670,0.1588,0.9666,-0.1311,0.99
0.2670,0.1582,0.9667,-0.1304,0.99
0.2680,0.1575,0.9669,-0.1297,0.99
0.2680,0.1570,0.9669,-0.1294,0.99
0.2680,0.1570,0.9668,-0.1292,0.99
0.2690,0.1569,0.9665,-0.1290,0.99
0.2710,0.1570,0.9662,-0.1289,0.99
0.2740,0.1570,0.9659,-0.1288,0.99
0.2840,0.1570,0.9656,-0.1285,0.99
0.2840,0.1570,0.9653,-0.1283,0.99
0.2870,0.1575,0.9650,-0.1281,0.99
0.2900,0.1581,0.9646,-0.1279,0.99
0.2980,0.1589,0.9642,-0.1277,0.99
0.2990,0.1596,0.9640,-0.1276,0.99
0.3050,0.1605,0.9639,-0.1275,0.99
0.3070,0.1614,0.9639,-0.1276,0.99
0.3170,0.1622,0.9641,-0.1276,0.99
0.3170,0.1631,0.9643,-0.1275,0.99
0.3180,0.1636,0.9648,-0.1275,0.99
0.3220,0.1636,0.9656,-0.1272,0.99
0.3270,0.1632,0.9665,-0.1271,0.99
0.3300,0.1627,0.9674,-0.1269,0.99
0.3340,0.1622,0.9682,-0.1268,0.99
0.3380,0.1620,0.9689,-0.1264,0.99
0.3510,0.1618,0.9692,-0.1258,0.99
0.3520,0.1618,0.9692,-0.1248,0.99
0.3520,0.1619,0.9690,-0.1236,0.99
0.3540,0.1619,0.9688,-0.1222,0.99
0.3590,0.1617,0.9685,-0.1211,0.99
0.3620,0.1615,0.9682,-0.1200,0.99
0.3650,0.1613,0.9680,-0.1192,0.99
0.3690,0.1612,0.9679,-0.1183,0.99
0.3730,0.1611,0.9678,-0.1179,0.99
0.3780,0.1613,0.9678,-0.1175,0.99
0.3810,0.1615,0.9678,-0.1170,0.99
0.3850,0.1617,0.9679,-0.1165,0.99
0.3900,0.1619,0.9681,-0.1158,0.99
0.3940,0.1621,0.9683,-0.1149,0.99
0.3970,0.1624,0.9686,-0.1139,0.99
0.4010,0.1627,0.9689,-0.1126,0.99
0.4250,0.1630,0.9693,-0.1112,0.99
0.4260,0.1637,0.9696,-0.1098,0.99
0.4260,0.1643,0.9698,-0.1082,0.99
0.4270,0.1653,0.9699,-0.1064,0.99
0.4270,0.1664,0.9698,-0.1046,0.99
0.4290,0.1676,0.9695,-0.1029,0.99
0.4290,0.1688,0.9690,-0.1012,0.99
0.4350,0.1702,0.9684,-0.0995,0.99
0.4360,0.1715,0.9676,-0.0978,0.99
0.4410,0.1726,0.9666,-0.0961,0.99
0.4450,0.1738,0.9656,-0.0946,0.99
0.4480,0.1749,0.9646,-0.0933,0.98
0.4520,0.1760,0.9636,-0.0920,0.98
0.4560,0.1773,0.9626,-0.0907,0.98
0.4610,0.1786,0.9615,-0.0895,0.98
0.4640,0.1799,0.9605,-0.0883,0.98
0.4680,0.1813,0.9595,-0.0871,0.98
0.4720,0.1827,0.9585,-0.0862,0.98
0.4840,0.1841,0.9574,-0.0853,0.98
0.4840,0.1855,0.9564,-0.0843,0.98
0.4840,0.1868,0.9554,-0.0831,0.98
0.4890,0.1880,0.9543,-0.0817,0.98
0.5000,0.1892,0.9534,-0.0803,0.98
0.5010,0.1903,0.9524,-0.0787,0.97
0.5010,0.1912,0.9514,-0.0770,0.97
0.5040,0.1918,0.9505,-0.0752,0.97
0.5070,0.1923,0.9496,-0.0733,0.97
0.5120,0.1926,0.9489,-0.0715,0.97
0.5150,0.1926,0.9482,-0.0698,0.97
0.5200,0.1923,0.9477,-0.0681,0.97
0.5240,0.1918,0.9472,-0.0664,0.97
0.5280,0.1911,0.9470,-0.0650,0.97
0.5310,0.1902,0.9468,-0.0638,0.97
0.5350,0.1893,0.9466,-0.0630,0.97
0.5390,0.1883,0.9465,-0.0625,0.97
0.5460,0.1871,0.9464,-0.0623,0.97
0.5470,0.1861,0.9461,-0.0620,0.97
0.5510,0.1850,0.9458,-0.0618,0.97
0.5550,0.1838,0.9454,-0.0614,0.97
0.5600,0.1827,0.9448,-0.0609,0.96
0.5630,0.1814,0.9440,-0.0604,0.96
0.5670,0.1798,0.9432,-0.0600,0.96
0.5710,0.1778,0.9423,-0.0596,0.96
0.5740,0.1756,0.9415,-0.0595,0.96
0.5790,0.1730,0.9406,-0.0596,0.96
0.5820,0.1702,0.9398,-0.0598,0.96
0.5870,0.1676,0.9398,-0.0604,0.96
0.5910,0.1652,0.9403,-0.0613,0.96
0.5950,0.1629,0.9414,-0.0627,0.96
0.5980,0.1612,0.9431,-0.0644,0.96
0.6030,0.1602,0.9453,-0.0666,0.96
0.6060,0.1600,0.9480,-0.0690,0.96
0.6150,0.1605,0.9508,-0.0719,0.97
0.6160,0.1615,0.9535,-0.0752,0.97
0.6180,0.1630,0.9564,-0.0792,0.97
0.6220,0.1652,0.9592,-0.0844,0.98
0.6380,0.1676,0.9620,-0.0876,0.98
0.6380,0.1699,0.9643,-0.0900,0.98
0.6380,0.1723,0.9661,-0.0912,0.99
0.6380,0.1747,0.9673,-0.0915,0.99
0.6410,0.1768,0.9679,-0.0912,0.99
0.6490,0.1780,0.9678,-0.0908,0.99
0.6500,0.1784,0.9672,-0.0894,0.99
0.6540,0.1783,0.9661,-0.0876,0.99
0.6570,0.1778,0.9650,-0.0861,0.98
0.6620,0.1770,0.9638,-0.0850,0.98
0.6650,0.1758,0.9628,-0.0842,0.98
0.6690,0.1743,0.9620,-0.0838,0.98
0.6730,0.1727,0.9615,-0.0840,0.98
0.6770,0.1712,0.9612,-0.0846,0.98
0.6810,0.1697,0.9613,-0.0854,0.98
