time,gFx,gFy,gFz,TgF
0.3400,-0.1167,-0.9728,-0.1598,0.99
0.3410,-0.1153,-0.9728,-0.1595,0.99
0.3410,-0.1143,-0.9726,-0.1592,0.99
0.3410,-0.1135,-0.9724,-0.1589,0.99
0.3410,-0.1131,-0.9721,-0.1586,0.99
0.3420,-0.1130,-0.9717,-0.1584,0.99
0.3420,-0.1130,-0.9714,-0.1583,0.99
0.3420,-0.1131,-0.9710,-0.1582,0.99
0.3430,-0.1131,-0.9707,-0.1584,0.99
0.3430,-0.1131,-0.9704,-0.1585,0.99
0.3430,-0.1133,-0.9703,-0.1586,0.99
0.3430,-0.1135,-0.9703,-0.1587,0.99
0.3440,-0.1137,-0.9705,-0.1588,0.99
0.3440,-0.1140,-0.9706,-0.1589,0.99
0.3440,-0.1142,-0.9707,-0.1590,0.99
0.3440,-0.1147,-0.9707,-0.1590,0.99
0.3450,-0.1150,-0.9708,-0.1591,0.99
0.3450,-0.1152,-0.9709,-0.1590,0.99
0.3450,-0.1154,-0.9710,-0.1589,0.99
0.3450,-0.1156,-0.9712,-0.1586,0.99
0.3460,-0.1157,-0.9712,-0.1585,0.99
0.3460,-0.1158,-0.9714,-0.1583,0.99
0.3470,-0.1159,-0.9715,-0.1583,0.99
0.3470,-0.1161,-0.9715,-0.1583,0.99
0.3470,-0.1163,-0.9715,-0.1583,0.99
0.3470,-0.1167,-0.9716,-0.1584,0.99
0.3480,-0.1171,-0.9717,-0.1585,0.99
0.3480,-0.1174,-0.9718,-0.1587,0.99
0.3480,-0.1177,-0.9719,-0.1586,0.99
0.3480,-0.1179,-0.9720,-0.1586,0.99
0.3490,-0.1182,-0.9722,-0.1586,0.99
0.3490,-0.1185,-0.9725,-0.1587,0.99
0.3490,-0.1190,-0.9728,-0.1587,0.99
0.3490,-0.1195,-0.9732,-0.1588,0.99
0.3500,-0.1200,-0.9736,-0.1589,0.99
0.3500,-0.1205,-0.9740,-0.1591,0.99
0.3510,-0.1210,-0.9743,-0.1592,0.99
0.3510,-0.1214,-0.9746,-0.1594,1.00
0.3510,-0.1220,-0.9748,-0.1597,1.00
0.3510,-0.1226,-0.9750,-0.1600,1.00
0.3520,-0.1233,-0.9752,-0.1606,1.00
0.3520,-0.1239,-0.9752,-0.1611,1.00
0.3520,-0.1244,-0.9752,-0.1616,1.00
0.3520,-0.1250,-0.9752,-0.1622,1.00
0.3530,-0.1254,-0.9753,-0.1627,1.00
0.3530,-0.1258,-0.9753,-0.1632,1.00
0.3530,-0.1261,-0.9754,-0.1636,1.00
0.3530,-0.1264,-0.9755,-0.1639,1.00
0.3540,-0.1265,-0.9757,-0.1642,1.00
0.3540,-0.1265,-0.9760,-0.1644,1.00
0.3550,-0.1264,-0.9764,-0.1643,1.00
0.3550,-0.1263,-0.9768,-0.1643,1.00
0.3550,-0.1263,-0.9771,-0.1641,1.00
0.3550,-0.1262,-0.9774,-0.1639,1.00
0.3560,-0.1260,-0.9775,-0.1635,1.00
0.3560,-0.1259,-0.9776,-0.1631,1.00
0.3560,-0.1257,-0.9775,-0.1628,1.00
0.3560,-0.1254,-0.9774,-0.1624,1.00
0.3560,-0.1252,-0.9772,-0.1622,1.00
0.3570,-0.1250,-0.9770,-0.1620,1.00
0.3570,-0.1250,-0.9768,-0.1618,1.00
0.3570,-0.1250,-0.9765,-0.1617,1.00
0.3580,-0.1249,-0.9762,-0.1617,1.00
0.3580,-0.1247,-0.9757,-0.1619,1.00
