time,gFx,gFy,gFz,TgF
0.2210,0.0434,0.9513,0.2208,0.98
0.2210,0.0425,0.9508,0.2207,0.98
0.2210,0.0417,0.9507,0.2204,0.98
0.2210,0.0412,0.9510,0.2201,0.98
0.2220,0.0406,0.9515,0.2197,0.98
0.2220,0.0400,0.9521,0.2190,0.98
0.2220,0.0392,0.9526,0.2182,0.98
0.2230,0.0381,0.9531,0.2175,0.98
0.2230,0.0367,0.9534,0.2169,0.98
0.2230,0.0350,0.9537,0.2167,0.98
0.2230,0.0330,0.9540,0.2166,0.98
0.2240,0.0309,0.9542,0.2166,0.98
0.2240,0.0287,0.9545,0.2167,0.98
0.2240,0.0265,0.9547,0.2167,0.98
0.2240,0.0243,0.9549,0.2168,0.98
0.2250,0.0223,0.9550,0.2169,0.98
0.2250,0.0205,0.9551,0.2170,0.98
0.2260,0.0192,0.9551,0.2171,0.98
0.2260,0.0183,0.9551,0.2169,0.98
0.2260,0.0178,0.9552,0.2168,0.98
0.2270,0.0178,0.9553,0.2166,0.98
0.2270,0.0178,0.9553,0.2163,0.98
0.2270,0.0180,0.9551,0.2160,0.98
0.2270,0.0184,0.9549,0.2157,0.98
0.2280,0.0185,0.9547,0.2157,0.98
0.2280,0.0185,0.9544,0.2160,0.98
0.2280,0.0183,0.9542,0.2164,0.98
0.2280,0.0180,0.9539,0.2170,0.98
0.2280,0.0175,0.9537,0.2173,0.98
0.2290,0.0169,0.9535,0.2173,0.98
0.2290,0.0164,0.9532,0.2172,0.98
0.2300,0.0158,0.9530,0.2172,0.98
0.2300,0.0153,0.9526,0.2171,0.98
0.2300,0.0148,0.9524,0.2171,0.98
0.2300,0.0142,0.9522,0.2173,0.98
0.2310,0.0135,0.9521,0.2177,0.98
0.2310,0.0129,0.9521,0.2181,0.98
0.2310,0.0122,0.9523,0.2188,0.98
0.2320,0.0115,0.9526,0.2193,0.98
0.2320,0.0109,0.9531,0.2198,0.98
0.2320,0.0105,0.9536,0.2200,0.98
0.2330,0.0101,0.9542,0.2201,0.98
0.2330,0.0097,0.9547,0.2200,0.98
0.2340,0.0093,0.9551,0.2198,0.98
0.2340,0.0089,0.9555,0.2196,0.98
0.2350,0.0085,0.9557,0.2195,0.98
0.2350,0.0080,0.9558,0.2196,0.98
0.2360,0.0076,0.9559,0.2197,0.98
0.2360,0.0073,0.9559,0.2197,0.98
0.2360,0.0070,0.9558,0.2199,0.98
0.2360,0.0067,0.9557,0.2201,0.98
0.2370,0.0063,0.9555,0.2204,0.98
0.2370,0.0058,0.9554,0.2208,0.98
0.2370,0.0053,0.9553,0.2212,0.98
0.2380,0.0047,0.9552,0.2217,0.98
0.2380,0.0041,0.9552,0.2220,0.98
0.2380,0.0037,0.9552,0.2222,0.98
0.2380,0.0033,0.9553,0.2221,0.98
0.2380,0.0030,0.9554,0.2220,0.98
0.2390,0.0027,0.9554,0.2217,0.98
0.2390,0.0023,0.9554,0.2215,0.98
0.2390,0.0017,0.9554,0.2214,0.98
0.2390,0.0011,0.9554,0.2216,0.98
0.2430,0.0002,0.9555,0.2218,0.98
0.2460,-0.0007,0.9556,0.2221,0.98
0.2530,-0.0018,0.9561,0.2222,0.98
0.2610,-0.0029,0.9566,0.2222,0.98
0.2620,-0.0039,0.9571,0.2221,0.98
0.2620,-0.0048,0.9576,0.2219,0.98
0.2660,-0.0055,0.9581,0.2216,0.98
0.2780,-0.0060,0.9585,0.2212,0.98
0.2780,-0.0063,0.9587,0.2208,0.98
0.2790,-0.0066,0.9589,0.2205,0.98
